Engine rpm,Lub oil pressure,Fuel pressure,Coolant pressure,lub oil temp,Coolant temp,Engine Condition
1759.7353285223533,4.225527474764241,5.878383306644895,3.3886475813956407,77.84379407434538,75.0,0
1860.0889357811468,3.7004675797901228,6.103375209262308,2.2921669580849993,76.06978561384291,76.67616598047329,0
1555.1371288648857,2.761908966692644,7.252327941054856,1.977006836345189,83.0247699988746,82.56079469868426,0
2169.313832852855,4.415794035348653,8.78074160356265,2.936386778344091,81.08436672188265,79.22172707510033,0
1636.35807318986,3.831082856868479,7.192541336366518,1.9495251846167942,82.16346819540144,82.75323778893217,0
993.494208819915,3.806155144817827,4.44504517923868,1.6204367528257324,78.12202647505218,77.40611563428801,0
1995.0006735029863,4.038147935993601,7.662613198005657,3.2769135491385355,80.59168713201547,83.27432593410155,0
991.7675955099455,3.727953972080269,6.881355208757194,1.8845450459192516,77.96291137918075,79.3491221079971,0
1822.386735168871,1.0577364978399397,13.536541700541957,0.7900743842083752,84.08993390889287,102.19308326743462,1
2100.331107430022,3.4870061029775608,6.6570566493541445,1.9238516435690918,82.45600574119699,78.3530529481542,0
1291.7204733905728,3.637704244741046,6.657145225247894,2.1536897745073267,83.67459342723441,80.30919735391244,0
2117.451138620343,4.221556538457305,9.05905388379874,3.3893721053809505,81.32707097830856,82.99232124739531,0
1160.9460888090077,1.7958561136332727,10.78579960671275,0.0,87.8259773353828,100.6212111722096,1
1545.9935053016022,3.1906722115620885,9.26633329018283,0.0,93.37353578194408,91.65520917388584,1
1273.0191234673648,2.711814989565088,5.981706603380394,1.9025827638511332,79.91136361594987,77.32995747925371,0
1012.9943994392928,3.43273720810775,5.550893973746744,2.3536467135265045,79.34431329478778,85.0,0
546.5405633578284,0.755563968810102,7.032875630476134,2.4986221617739943,96.56313807279473,95.16501848011829,1
1237.0981431240762,3.4999916169905134,7.310882426310332,0.18258889497948994,88.76305641352457,97.6926987541144,1
671.365227714243,3.8567785328811643,4.881618903568748,2.4477244077786997,81.0170115768189,79.67234569148539,0
1125.377928007502,3.4594933754089654,6.6734566831619535,2.673689606671466,81.92558157845657,83.50416127287346,0
665.2029498360668,4.725455385973063,6.629823708189249,3.2534919279295678,81.80864214394889,78.3430311816302,0
1644.9994680863056,3.2790593097732392,6.472835198547805,2.3592751385109314,75.0,77.49081670956046,0
1212.252339560655,1.8334285229023497,9.542767151382074,1.689579510599398,87.86865396447496,99.07694016996666,1
2379.7172388286135,0.9000895832082706,9.096435534798303,3.238983561787962,97.408226020565,101.77100255605666,1
1961.9540929109933,3.2497790130641424,7.720050369390599,3.130079045919597,75.95648171786857,85.0,0
1864.0242835201059,2.5374142994163655,5.81082211301747,1.406705918892027,92.19878100529678,94.45222926938256,1
2138.877937354346,0.46346313183563836,13.501990420827365,1.35938365315838,106.54746929332114,92.28567462564273,1
718.2602077790461,4.1529020286647755,4.9918812870695195,3.466303888954123,81.67104893437823,78.7479326914295,0
1531.1882958704775,1.2964960720597067,12.569972782280987,0.705829781515745,96.76201300755278,110.0,1
1974.6855659150353,3.114414880119897,5.149972588836185,1.4254040288217593,76.60493683549478,76.85485563212745,0
897.0523129877926,2.754881077621146,5.346335107692637,2.2202189190795023,79.78044344880861,78.89608581146923,0
2239.5989082196006,1.3322390833983362,11.08119694532363,1.8987397927368663,97.68919148566151,100.59184215127114,1
1378.6841472848578,1.930263807882399,10.861012689489527,1.9170729256078662,92.89141352962932,89.74016999210373,1
1135.6278746233688,4.2793059860566345,7.1880574718232975,2.4622340165496257,79.91396616303494,81.45877016810384,0
680.9526688357698,3.9464530881837265,7.541354724233367,1.5401757478991398,82.61671397005598,79.44342505320797,0
1744.4184497148342,4.117950730528176,8.259343038646673,2.891243358596374,79.39004183606696,76.97349243132167,0
1862.259497990505,4.716684645183486,8.25172165050599,2.851959354024315,82.3235447688904,81.53861589332696,0
721.517385448332,3.4728195240871744,6.012158308209303,2.0332871585526036,83.71245188965617,76.53359801845968,0
2016.356052117498,2.438852762781411,9.025176401518841,1.3654397782851142,87.92488242995698,99.79543008307786,1
2135.944572084153,0.6087298171497383,10.875569565660246,0.6060972364393058,88.37141646836847,97.34337485320448,1
935.8579019759337,0.9999733133292182,12.897167582096046,1.759279378837228,80.79330256593974,91.51033374242712,1
1851.2526922284837,3.4684270949162253,5.543842565029053,1.7893081599374843,83.16798187564467,76.57819652472094,0
1641.98708605229,3.576923801654754,6.948862884372922,3.0914596685157854,77.75572773682099,81.99679319953671,0
648.0873260178861,2.8726546745987913,3.885631133217403,1.7436828421124742,83.79170832319187,75.86614853924137,0
861.7672700382308,1.4917526471045854,8.141845662556342,0.2824360939351862,92.36198528379012,93.80852648867645,1
2187.155380953758,1.0588220571220779,13.631280824977903,0.0,93.47858251562629,98.30497431778522,1
933.4033706691953,3.063673301143479,7.291863746227591,3.0431306991122122,77.49069523515136,77.80901436157997,0
1521.3145681125602,3.182810774807543,5.961926410081164,2.7829669433019903,78.88462259105452,81.1014228694566,0
2106.868658974434,1.8101534140793378,6.741320398897324,0.9301358537700053,110.0,107.01473352465261,1
1232.1845811302114,2.763596541316428,5.931224719259861,1.7362121448159606,83.35026362306337,79.17940817169668,0
1179.1896674285715,3.1656470399105583,6.736279179390675,2.1678627130941304,77.06969489678305,80.45826491050835,0
1903.4868071223598,2.6336773842334837,9.516047671237594,2.608253613672635,87.10718272670297,104.51105698091558,1
614.4530397205159,2.7697736949484337,8.176056403996718,2.444664445236938,79.10507834998695,82.59876314051625,0
1458.623157915061,4.201887790836368,3.809813510318825,3.2196841192900454,76.95147338625642,81.0840322685982,0
1458.5088217233429,3.2986158409096893,6.691176135962325,2.469153908347992,79.85508733641781,82.19386874226582,0
2421.353141571,1.971489709813645,10.62150089886203,2.183941056754199,72.39674217702363,92.34226094335914,1
692.844086404171,3.3759590679860656,7.420246662862241,2.060713875771571,85.0,81.31706861335306,0
1058.9432347782908,2.4462489332539166,7.055879793888934,2.196515364432074,81.39143706890471,78.3624155536265,0
1787.0423973416357,0.6090423951033885,8.099985524742483,2.236794314493274,91.10401011303233,94.1292804189211,1
703.4772880171447,0.02032995348768831,12.957358492347819,1.5524520574762144,97.2230864945368,99.9209080769573,1
1692.9225618524479,2.9216323778779,6.787793785076446,2.4371717936804775,75.0,75.0,0
1656.797606052148,3.5905441741556112,7.622243191353207,2.16784521947963,78.57299220231667,80.73969033231057,0
1975.0766230911217,1.0014327063835573,12.457958975454602,0.9784562953945484,100.04096934544195,74.21268613492201,1
1001.3574627007278,4.9665504046346465,9.550952951532055,0.8383829538841316,103.64512238814645,98.16292987522976,1
1810.7996999214909,3.101799099539811,7.79467587186515,2.3168399214678588,80.23928346278237,81.00464730852332,0
2007.7584578302462,3.588336955228073,7.477289879833815,2.8697880463650325,79.76341288340662,81.19865878257566,0
992.4253489748794,3.7235018539243,6.096426988953266,2.6340041750452343,80.5881038404587,80.8034197054702,0
1102.6478209253478,4.437769710044433,7.307735340528631,2.6559031466331615,75.0,76.69246003523656,0
1745.19889896267,2.353765607254326,7.903130745143335,2.4974025353287463,80.62513819798569,84.51529330162259,0
421.1208429573784,0.909642564029032,13.60630391699952,1.8977268331661448,98.44586666395925,104.33856731862332,1
1185.850188483872,2.688291649712025,8.024633031658965,2.7475785146574823,75.85323807750618,82.54385435512044,0
2154.886109834738,3.2747801006729294,4.8501953100031985,2.5303998262087912,78.9752233902365,80.27532913334413,0
