Engine rpm,Lub oil pressure,Fuel pressure,Coolant pressure,lub oil temp,Coolant temp,Engine Condition
700,1.8855232878720294,11.79092738,3.178980794,98.62773369505615,93.5106981548486,1
876,2.941605932,16.19386556,2.464503704,77.64093415,82.4457245,0
520,2.706946569785373,6.553146911,1.064346764,89.06094423414407,94.90502924404056,1
473,2.877802258026814,19.51017166,3.727455362,89.36834984050346,80.67074500215489,1
619,5.672918584,15.73887141,2.052251454,78.39698883,87.00022538,0
1221,3.989225938,6.679230535,2.214250345,76.40115203,75.66981801,0
716,3.24102834765129,5.312266428,2.46106708,103.26173785204014,92.59487187352399,1
729,3.566311209923274,10.19112589,2.362998355,88.75043542638332,85.37686629264726,1
845,4.877239363,3.638269304,3.525604418,76.30162614,70.49602446,0
824,3.741228333,7.626214049,1.301032069,77.06652006,85.14329731,0
1230,3.429446187,10.83912838,1.830218693,77.40544243,85.91987186,0
538,3.4672526698054926,7.694207979,2.083630083,91.0127682952541,82.27262409866361,1
1187,2.0598211694158053,6.890093327,1.833391079,97.99835793753695,93.1063940493057,1
609,2.8289988503423302,10.09296246,2.997150736,93.11781685576454,89.85144249925041,1
606,1.528084699896656,5.489462544,1.913766899,84.82327230032523,88.96081408036454,1
382,1.5748757831779132,7.77492339,2.727348376,91.71367447792983,76.2395321633208,1
560,2.6241710952551376,11.73054823,1.832205746,86.8656883059377,69.8297033892269,1
767,4.596903025,7.496561998,1.432776233,84.92414335,80.26551481,0
838,2.875662719040625,4.159451141,2.141784028,86.92954718214872,97.13795776614097,1
495,2.8638640735178815,7.376275793,3.090756713,90.47384440783017,83.48488976197754,1
1341,4.62633279,6.188480205,1.503297167,76.92653268,78.88448943,0
1249,2.0901830687302367,6.245944552,4.145416104,79.272057466711,78.59273768577245,1
699,4.369701173,7.332602592,1.312393529,76.91254155,87.11526083,0
436,3.5698442923348344,7.43832958,2.342593832,81.18894780743484,93.03987725662597,1
885,1.4885660489111279,6.352865126,2.356187698,86.41308408379514,93.72967477254802,1
583,2.6552461525519253,6.146661107,1.627376493,83.16010567832788,83.63245195826805,1
773,2.4641727722159703,6.890316204,3.393287895,87.55651969297638,67.64111579780455,1
796,4.6085522,5.398473736,1.846249309,83.33728981,77.37975031,0
591,4.358447585036212,7.860033003,2.781762808,83.46468007239395,70.75281456986346,1
455,3.8103971317034953,13.97116025,2.448630195,85.53864518332354,84.44112347240369,1
1053,2.533847042,4.212193982,4.705473891,75.84209778,75.98157237,0
646,1.833671055936696,8.454512251,3.033518045,94.53387115460777,98.86467489966859,1
799,4.223640398438701,12.31190941,3.168087939,88.44635107756733,86.28515783097515,1
1348,2.740012659168669,7.286885806,1.463265044,96.81139383343961,93.61482073544505,1
635,1.7196889408389764,6.629578742,2.021019903,81.23508931893271,76.67774541113981,1
939,3.836724143,2.713572365,1.868092924,76.25914474,83.99973769,0
657,4.280497173,2.951999184,3.97608778,75.74857535,87.19195786,0
708,1.8438490854787568,5.088072943,2.924952052,86.74034586737409,85.43573433210518,1
1007,1.6213679642448544,4.77585741,2.045025408,89.45796454854933,88.81104376210216,1
773,2.5277608921861288,7.745653511,4.534210375,82.09906959288848,99.83073370647631,1
1385,2.1015499005374068,5.272285313,2.004513685,89.49881800172835,91.23944927517189,1
659,3.129533562,3.961213245,1.047239056,83.95811494,75.76059821,0
751,4.126547775156295,4.393172046,2.483414776,85.53028819040598,104.25792467835308,1
591,2.399904694196858,5.205312086,2.167501472,89.16177431103362,92.2586186916194,1
1046,2.981362948,6.288947858,1.117251809,77.70409464,83.5552392,0
